#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-07T08:33:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56dd3cc3122a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb1-4}&key:source=J/A+A/552/A16/limb1-4&HTTPPRM:&
#-source=J/A+A/552/A16/limb1-4
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=Filt
#-out=Met
#-out=Mod
#-out=u
#-out=Merit
#Merit=Merit
#-out=a
#-out=b
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb1-4:
#Name: J/A+A/552/A16/limb1-4
#Title: 1- and 2-parameter limb-darkening coefficients for quasi-spherical PHOENIX models: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)}, (equations 2, 3 and 4)
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs] quasi-spherical PHOENIX model	[ucd=stat.param;meta.modelled]
#Column	u	(F8.4)	Linear limb darkening coefficient u (G2)	[ucd=pos.distance]
#Column	Merit	(a5)	Corresponding figure of merit	[ucd=meta.ref.url]
#Column	a	(F8.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F8.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	c	(F8.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F8.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F8.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F8.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
logg|Teff|Z|xi|Filt|Met|Mod|u|Merit|a|b|c|d|e|f
 5.50|  9800| 0.0| 2.0|I |F|qs|  0.2513|Merit|  0.1742|  0.1543|  0.0199|  0.3857|  0.3542|  0.1543
 3.00| 10000| 0.0| 2.0|I |F|qs|  0.3724|Merit| -0.2522|  1.2493| -1.5015|  3.1233|  1.2053|  1.2493
 3.50| 10000| 0.0| 2.0|I |F|qs|  0.3150|Merit| -0.2002|  1.0304| -1.2306|  2.5760|  1.0020|  1.0304
 4.00| 10000| 0.0| 2.0|I |F|qs|  0.2689|Merit|  0.1634|  0.2111| -0.0476|  0.5276|  0.4096|  0.2111
 4.50| 10000| 0.0| 2.0|I |F|qs|  0.2606|Merit|  0.1815|  0.1583|  0.0232|  0.3958|  0.3662|  0.1583
 5.00| 10000| 0.0| 2.0|I |F|qs|  0.2586|Merit|  0.1877|  0.1418|  0.0459|  0.3545|  0.3531|  0.1418
 5.50| 10000| 0.0| 2.0|I |F|qs|  0.2506|Merit|  0.1765|  0.1484|  0.0281|  0.3709|  0.3495|  0.1484
 3.00|  5000| 0.0| 2.0|J |F|qs|  0.3903|Merit|  0.2732|  0.2341|  0.0391|  0.5852|  0.5463|  0.2341
 3.50|  5000| 0.0| 2.0|J |F|qs|  0.3867|Merit|  0.2902|  0.1930|  0.0972|  0.4825|  0.5154|  0.1930
 4.00|  5000| 0.0| 2.0|J |F|qs|  0.3836|Merit|  0.2911|  0.1849|  0.1062|  0.4623|  0.5069|  0.1849
 4.50|  5000| 0.0| 2.0|J |F|qs|  0.3849|Merit|  0.2941|  0.1814|  0.1127|  0.4536|  0.5058|  0.1814
 5.00|  5000| 0.0| 2.0|J |F|qs|  0.3829|Merit|  0.2883|  0.1893|  0.0990|  0.4733|  0.5091|  0.1893
 5.50|  5000| 0.0| 2.0|J |F|qs|  0.3754|Merit|  0.2773|  0.1963|  0.0810|  0.4907|  0.5063|  0.1963
 3.00|  5100| 0.0| 2.0|J |F|qs|  0.3828|Merit|  0.2642|  0.2372|  0.0270|  0.5930|  0.5409|  0.2372
 3.50|  5100| 0.0| 2.0|J |F|qs|  0.3765|Merit|  0.2768|  0.1995|  0.0773|  0.4987|  0.5095|  0.1995
 4.00|  5100| 0.0| 2.0|J |F|qs|  0.3758|Merit|  0.2825|  0.1866|  0.0959|  0.4665|  0.5002|  0.1866
 4.50|  5100| 0.0| 2.0|J |F|qs|  0.3763|Merit|  0.2852|  0.1822|  0.1030|  0.4555|  0.4978|  0.1822
 5.00|  5100| 0.0| 2.0|J |F|qs|  0.3739|Merit|  0.2781|  0.1917|  0.0863|  0.4793|  0.5018|  0.1917
 5.50|  5100| 0.0| 2.0|J |F|qs|  0.3668|Merit|  0.2675|  0.1986|  0.0689|  0.4965|  0.4992|  0.1986
 3.00|  5200| 0.0| 2.0|J |F|qs|  0.3756|Merit|  0.2556|  0.2400|  0.0155|  0.6001|  0.5356|  0.2400
 3.50|  5200| 0.0| 2.0|J |F|qs|  0.3693|Merit|  0.2692|  0.2002|  0.0690|  0.5004|  0.5027|  0.2002
 4.00|  5200| 0.0| 2.0|J |F|qs|  0.3681|Merit|  0.2746|  0.1871|  0.0874|  0.4678|  0.4929|  0.1871
 4.50|  5200| 0.0| 2.0|J |F|qs|  0.3685|Merit|  0.2770|  0.1830|  0.0940|  0.4575|  0.4906|  0.1830
 5.00|  5200| 0.0| 2.0|J |F|qs|  0.3654|Merit|  0.2685|  0.1937|  0.0748|  0.4843|  0.4945|  0.1937
 5.50|  5200| 0.0| 2.0|J |F|qs|  0.3670|Merit|  0.2681|  0.1977|  0.0704|  0.4942|  0.4988|  0.1977
 3.00|  5300| 0.0| 2.0|J |F|qs|  0.3675|Merit|  0.2435|  0.2480| -0.0045|  0.6199|  0.5328|  0.2480
 3.50|  5300| 0.0| 2.0|J |F|qs|  0.3624|Merit|  0.2624|  0.2001|  0.0622|  0.5004|  0.4959|  0.2001
 4.00|  5300| 0.0| 2.0|J |F|qs|  0.3609|Merit|  0.2674|  0.1871|  0.0803|  0.4677|  0.4857|  0.1871
 4.50|  5300| 0.0| 2.0|J |F|qs|  0.3613|Merit|  0.2694|  0.1838|  0.0857|  0.4594|  0.4839|  0.1838
 5.00|  5300| 0.0| 2.0|J |F|qs|  0.3571|Merit|  0.2598|  0.1945|  0.0653|  0.4864|  0.4868|  0.1945
 5.50|  5300| 0.0| 2.0|J |F|qs|  0.3587|Merit|  0.2590|  0.1994|  0.0596|  0.4986|  0.4917|  0.1994
 3.00|  5400| 0.0| 2.0|J |F|qs|  0.3613|Merit|  0.2357|  0.2510| -0.0153|  0.6276|  0.5286|  0.2510
 3.50|  5400| 0.0| 2.0|J |F|qs|  0.3559|Merit|  0.2558|  0.2001|  0.0557|  0.5003|  0.4893|  0.2001
 4.00|  5400| 0.0| 2.0|J |F|qs|  0.3540|Merit|  0.2607|  0.1866|  0.0741|  0.4665|  0.4785|  0.1866
 4.50|  5400| 0.0| 2.0|J |F|qs|  0.3481|Merit|  0.2516|  0.1929|  0.0587|  0.4823|  0.4767|  0.1929
 5.00|  5400| 0.0| 2.0|J |F|qs|  0.3494|Merit|  0.2515|  0.1957|  0.0559|  0.4892|  0.4798|  0.1957
 5.50|  5400| 0.0| 2.0|J |F|qs|  0.3509|Merit|  0.2507|  0.2004|  0.0503|  0.5009|  0.4844|  0.2004
 3.00|  5500| 0.0| 2.0|J |F|qs|  0.3555|Merit|  0.2288|  0.2533| -0.0244|  0.6331|  0.5243|  0.2533
 3.50|  5500| 0.0| 2.0|J |F|qs|  0.3497|Merit|  0.2496|  0.2001|  0.0495|  0.5002|  0.4831|  0.2001
 4.00|  5500| 0.0| 2.0|J |F|qs|  0.3475|Merit|  0.2544|  0.1861|  0.0683|  0.4652|  0.4715|  0.1861
 4.50|  5500| 0.0| 2.0|J |F|qs|  0.3410|Merit|  0.2443|  0.1934|  0.0509|  0.4834|  0.4699|  0.1934
 5.00|  5500| 0.0| 2.0|J |F|qs|  0.3421|Merit|  0.2436|  0.1970|  0.0466|  0.4926|  0.4735|  0.1970
 5.50|  5500| 0.0| 2.0|J |F|qs|  0.3432|Merit|  0.2428|  0.2009|  0.0419|  0.5022|  0.4771|  0.2009
 3.00|  5600| 0.0| 2.0|J |F|qs|  0.3496|Merit|  0.2213|  0.2566| -0.0353|  0.6414|  0.5206|  0.2566
 3.50|  5600| 0.0| 2.0|J |F|qs|  0.3436|Merit|  0.2437|  0.1998|  0.0440|  0.4995|  0.4768|  0.1998
 4.00|  5600| 0.0| 2.0|J |F|qs|  0.3412|Merit|  0.2486|  0.1853|  0.0633|  0.4633|  0.4648|  0.1853
 4.50|  5600| 0.0| 2.0|J |F|qs|  0.3344|Merit|  0.2379|  0.1930|  0.0448|  0.4826|  0.4631|  0.1930
 5.00|  5600| 0.0| 2.0|J |F|qs|  0.3351|Merit|  0.2367|  0.1968|  0.0398|  0.4921|  0.4663|  0.1968
 5.50|  5600| 0.0| 2.0|J |F|qs|  0.3288|Merit|  0.2235|  0.2105|  0.0130|  0.5263|  0.4691|  0.2105
 3.00|  5700| 0.0| 2.0|J |F|qs|  0.3440|Merit|  0.2131|  0.2617| -0.0486|  0.6543|  0.5185|  0.2617
 3.50|  5700| 0.0| 2.0|J |F|qs|  0.3378|Merit|  0.2382|  0.1994|  0.0388|  0.4984|  0.4708|  0.1994
 4.00|  5700| 0.0| 2.0|J |F|qs|  0.3299|Merit|  0.2333|  0.1931|  0.0403|  0.4827|  0.4586|  0.1931
 4.50|  5700| 0.0| 2.0|J |F|qs|  0.3282|Merit|  0.2318|  0.1927|  0.0392|  0.4817|  0.4566|  0.1927
 5.00|  5700| 0.0| 2.0|J |F|qs|  0.3286|Merit|  0.2305|  0.1961|  0.0344|  0.4904|  0.4594|  0.1961
 5.50|  5700| 0.0| 2.0|J |F|qs|  0.3213|Merit|  0.2150|  0.2126|  0.0024|  0.5314|  0.4630|  0.2126
 3.00|  5800| 0.0| 2.0|J |F|qs|  0.3385|Merit|  0.2042|  0.2686| -0.0645|  0.6716|  0.5176|  0.2686
 3.50|  5800| 0.0| 2.0|J |F|qs|  0.3324|Merit|  0.2330|  0.1988|  0.0342|  0.4969|  0.4649|  0.1988
 4.00|  5800| 0.0| 2.0|J |F|qs|  0.3242|Merit|  0.2280|  0.1925|  0.0355|  0.4811|  0.4525|  0.1925
 4.50|  5800| 0.0| 2.0|J |F|qs|  0.3224|Merit|  0.2265|  0.1918|  0.0346|  0.4796|  0.4503|  0.1918
 5.00|  5800| 0.0| 2.0|J |F|qs|  0.3225|Merit|  0.2251|  0.1948|  0.0303|  0.4871|  0.4524|  0.1948
 5.50|  5800| 0.0| 2.0|J |F|qs|  0.3143|Merit|  0.2080|  0.2126| -0.0046|  0.5315|  0.4561|  0.2126
 3.00|  5900| 0.0| 2.0|J |F|qs|  0.3334|Merit|  0.1929|  0.2810| -0.0881|  0.7025|  0.5207|  0.2810
 3.50|  5900| 0.0| 2.0|J |F|qs|  0.3272|Merit|  0.2281|  0.1982|  0.0298|  0.4955|  0.4593|  0.1982
 4.00|  5900| 0.0| 2.0|J |F|qs|  0.3189|Merit|  0.2230|  0.1916|  0.0314|  0.4791|  0.4466|  0.1916
 4.50|  5900| 0.0| 2.0|J |F|qs|  0.3168|Merit|  0.2214|  0.1908|  0.0306|  0.4771|  0.4441|  0.1908
 5.00|  5900| 0.0| 2.0|J |F|qs|  0.3168|Merit|  0.2200|  0.1935|  0.0265|  0.4838|  0.4458|  0.1935
 5.50|  5900| 0.0| 2.0|J |F|qs|  0.3079|Merit|  0.2017|  0.2123| -0.0106|  0.5308|  0.4494|  0.2123
 3.00|  6000| 0.0| 2.0|J |F|qs|  0.3288|Merit|  0.1779|  0.3019| -0.1241|  0.7549|  0.5301|  0.3019
 3.50|  6000| 0.0| 2.0|J |F|qs|  0.3220|Merit|  0.2241|  0.1959|  0.0282|  0.4898|  0.4526|  0.1959
 4.00|  6000| 0.0| 2.0|J |F|qs|  0.3138|Merit|  0.2183|  0.1909|  0.0275|  0.4772|  0.4411|  0.1909
 4.50|  6000| 0.0| 2.0|J |F|qs|  0.3115|Merit|  0.2171|  0.1889|  0.0282|  0.4722|  0.4374|  0.1889
 5.00|  6000| 0.0| 2.0|J |F|qs|  0.3034|Merit|  0.2011|  0.2048| -0.0037|  0.5119|  0.4399|  0.2048
 5.50|  6000| 0.0| 2.0|J |F|qs|  0.3020|Merit|  0.1960|  0.2119| -0.0159|  0.5298|  0.4433|  0.2119
 3.00|  6100| 0.0| 2.0|J |F|qs|  0.3249|Merit|  0.1552|  0.3395| -0.1843|  0.8487|  0.5513|  0.3395
 3.50|  6100| 0.0| 2.0|J |F|qs|  0.3172|Merit|  0.2197|  0.1950|  0.0247|  0.4876|  0.4472|  0.1950
 4.00|  6100| 0.0| 2.0|J |F|qs|  0.3090|Merit|  0.2140|  0.1900|  0.0241|  0.4749|  0.4357|  0.1900
 4.50|  6100| 0.0| 2.0|J |F|qs|  0.3066|Merit|  0.2129|  0.1875|  0.0254|  0.4687|  0.4316|  0.1875
 5.00|  6100| 0.0| 2.0|J |F|qs|  0.2980|Merit|  0.1969|  0.2023| -0.0054|  0.5057|  0.4329|  0.2023
 5.50|  6100| 0.0| 2.0|J |F|qs|  0.2964|Merit|  0.1908|  0.2111| -0.0203|  0.5278|  0.4371|  0.2111
 3.00|  6200| 0.0| 2.0|J |F|qs|  0.3223|Merit|  0.1178|  0.4091| -0.2914|  1.0228|  0.5950|  0.4091
 3.50|  6200| 0.0| 2.0|J |F|qs|  0.3124|Merit|  0.2151|  0.1946|  0.0206|  0.4864|  0.4421|  0.1946
 4.00|  6200| 0.0| 2.0|J |F|qs|  0.3043|Merit|  0.2098|  0.1889|  0.0209|  0.4723|  0.4302|  0.1889
 4.50|  6200| 0.0| 2.0|J |F|qs|  0.2846|Merit|  0.1883|  0.1926| -0.0043|  0.4814|  0.4129|  0.1926
 5.00|  6200| 0.0| 2.0|J |F|qs|  0.2930|Merit|  0.1925|  0.2010| -0.0085|  0.5026|  0.4270|  0.2010
 5.50|  6200| 0.0| 2.0|J |F|qs|  0.2911|Merit|  0.1862|  0.2099| -0.0237|  0.5247|  0.4311|  0.2099
 3.00|  6300| 0.0| 2.0|J |F|qs|  0.3210|Merit|  0.0646|  0.5128| -0.4482|  1.2821|  0.6629|  0.5128
 3.50|  6300| 0.0| 2.0|J |F|qs|  0.3037|Merit|  0.2009|  0.2057| -0.0049|  0.5143|  0.4409|  0.2057
 4.00|  6300| 0.0| 2.0|J |F|qs|  0.2999|Merit|  0.2059|  0.1879|  0.0180|  0.4698|  0.4252|  0.1879
 4.50|  6300| 0.0| 2.0|J |F|qs|  0.2795|Merit|  0.1838|  0.1913| -0.0075|  0.4784|  0.4071|  0.1913
 5.00|  6300| 0.0| 2.0|J |F|qs|  0.2883|Merit|  0.1883|  0.2000| -0.0117|  0.5001|  0.4217|  0.2000
 5.50|  6300| 0.0| 2.0|J |F|qs|  0.2858|Merit|  0.1811|  0.2093| -0.0282|  0.5233|  0.4253|  0.2093
 3.00|  6400| 0.0| 2.0|J |F|qs|  0.3210|Merit| -0.0035|  0.6490| -0.6525|  1.6225|  0.7537|  0.6490
 3.50|  6400| 0.0| 2.0|J |F|qs|  0.2990|Merit|  0.1959|  0.2062| -0.0103|  0.5156|  0.4365|  0.2062
 4.00|  6400| 0.0| 2.0|J |F|qs|  0.2956|Merit|  0.2020|  0.1871|  0.0149|  0.4678|  0.4203|  0.1871
 4.50|  6400| 0.0| 2.0|J |F|qs|  0.2747|Merit|  0.1795|  0.1904| -0.0109|  0.4760|  0.4016|  0.1904
 5.00|  6400| 0.0| 2.0|J |F|qs|  0.2841|Merit|  0.1849|  0.1984| -0.0135|  0.4959|  0.4163|  0.1984
 5.50|  6400| 0.0| 2.0|J |F|qs|  0.2706|Merit|  0.1682|  0.2047| -0.0365|  0.5117|  0.4070|  0.2047
 3.00|  6500| 0.0| 2.0|J |F|qs|  0.3204|Merit| -0.0575|  0.7559| -0.8135|  1.8898|  0.8244|  0.7559
 3.50|  6500| 0.0| 2.0|J |F|qs|  0.2946|Merit|  0.1909|  0.2075| -0.0167|  0.5189|  0.4330|  0.2075
 4.00|  6500| 0.0| 2.0|J |F|qs|  0.2913|Merit|  0.1981|  0.1865|  0.0116|  0.4662|  0.4157|  0.1865
 4.50|  6500| 0.0| 2.0|J |F|qs|  0.2703|Merit|  0.1756|  0.1893| -0.0137|  0.4733|  0.3965|  0.1893
 5.00|  6500| 0.0| 2.0|J |F|qs|  0.2799|Merit|  0.1812|  0.1974| -0.0162|  0.4935|  0.4115|  0.1974
 5.50|  6500| 0.0| 2.0|J |F|qs|  0.2661|Merit|  0.1650|  0.2023| -0.0373|  0.5057|  0.4010|  0.2023
 3.00|  6600| 0.0| 2.0|J |F|qs|  0.3197|Merit| -0.1002|  0.8397| -0.9399|  2.0994|  0.8796|  0.8397
 3.50|  6600| 0.0| 2.0|J |F|qs|  0.2905|Merit|  0.1860|  0.2091| -0.0232|  0.5228|  0.4299|  0.2091
 4.00|  6600| 0.0| 2.0|J |F|qs|  0.2872|Merit|  0.1943|  0.1858|  0.0086|  0.4645|  0.4111|  0.1858
 4.50|  6600| 0.0| 2.0|J |F|qs|  0.2662|Merit|  0.1722|  0.1881| -0.0159|  0.4702|  0.3916|  0.1881
 5.00|  6600| 0.0| 2.0|J |F|qs|  0.2760|Merit|  0.1778|  0.1964| -0.0187|  0.4911|  0.4070|  0.1964
 5.50|  6600| 0.0| 2.0|J |F|qs|  0.2619|Merit|  0.1615|  0.2009| -0.0394|  0.5022|  0.3959|  0.2009
 3.00|  6700| 0.0| 2.0|J |F|qs|  0.3179|Merit| -0.1321|  0.9000| -1.0321|  2.2500|  0.9178|  0.9000
 3.50|  6700| 0.0| 2.0|J |F|qs|  0.2866|Merit|  0.1810|  0.2112| -0.0301|  0.5280|  0.4274|  0.2112
 4.00|  6700| 0.0| 2.0|J |F|qs|  0.2833|Merit|  0.1906|  0.1855|  0.0051|  0.4638|  0.4070|  0.1855
 4.50|  6700| 0.0| 2.0|J |F|qs|  0.2625|Merit|  0.1688|  0.1874| -0.0186|  0.4685|  0.3874|  0.1874
 5.00|  6700| 0.0| 2.0|J |F|qs|  0.2724|Merit|  0.1746|  0.1954| -0.0208|  0.4886|  0.4026|  0.1954
 5.50|  6700| 0.0| 2.0|J |F|qs|  0.2582|Merit|  0.1583|  0.1997| -0.0413|  0.4992|  0.3913|  0.1997
 3.00|  6800| 0.0| 2.0|J |F|qs|  0.3158|Merit| -0.1530|  0.9375| -1.0905|  2.3439|  0.9408|  0.9375
 3.50|  6800| 0.0| 2.0|J |F|qs|  0.2826|Merit|  0.1756|  0.2140| -0.0384|  0.5350|  0.4253|  0.2140
 4.00|  6800| 0.0| 2.0|J |F|qs|  0.2795|Merit|  0.1868|  0.1854|  0.0014|  0.4635|  0.4031|  0.1854
 4.50|  6800| 0.0| 2.0|J |F|qs|  0.2781|Merit|  0.1890|  0.1782|  0.0108|  0.4455|  0.3969|  0.1782
 5.00|  6800| 0.0| 2.0|J |F|qs|  0.2687|Merit|  0.1716|  0.1941| -0.0225|  0.4853|  0.3981|  0.1941
 5.50|  6800| 0.0| 2.0|J |F|qs|  0.2544|Merit|  0.1555|  0.1978| -0.0423|  0.4944|  0.3862|  0.1978
 3.00|  6900| 0.0| 2.0|J |F|qs|  0.3157|Merit| -0.1665|  0.9643| -1.1308|  2.4108|  0.9586|  0.9643
 3.50|  6900| 0.0| 2.0|J |F|qs|  0.2786|Merit|  0.1703|  0.2167| -0.0464|  0.5418|  0.4231|  0.2167
 4.00|  6900| 0.0| 2.0|J |F|qs|  0.2759|Merit|  0.1832|  0.1853| -0.0020|  0.4632|  0.3994|  0.1853
 4.50|  6900| 0.0| 2.0|J |F|qs|  0.2745|Merit|  0.1857|  0.1775|  0.0082|  0.4438|  0.3929|  0.1775
 5.00|  6900| 0.0| 2.0|J |F|qs|  0.2652|Merit|  0.1687|  0.1930| -0.0242|  0.4824|  0.3938|  0.1930
 5.50|  6900| 0.0| 2.0|J |F|qs|  0.2509|Merit|  0.1529|  0.1961| -0.0432|  0.4902|  0.3816|  0.1961
 3.00|  7000| 0.0| 2.0|J |F|qs|  0.3123|Merit| -0.1826|  0.9898| -1.1723|  2.4744|  0.9722|  0.9898
 3.50|  7000| 0.0| 2.0|J |F|qs|  0.2749|Merit|  0.1650|  0.2198| -0.0548|  0.5494|  0.4214|  0.2198
 4.00|  7000| 0.0| 2.0|J |F|qs|  0.2723|Merit|  0.1796|  0.1854| -0.0059|  0.4636|  0.3959|  0.1854
 4.50|  7000| 0.0| 2.0|J |F|qs|  0.2710|Merit|  0.1824|  0.1770|  0.0054|  0.4426|  0.3890|  0.1770
 5.00|  7000| 0.0| 2.0|J |F|qs|  0.2616|Merit|  0.1657|  0.1918| -0.0261|  0.4796|  0.3895|  0.1918
 5.50|  7000| 0.0| 2.0|J |F|qs|  0.2477|Merit|  0.1503|  0.1949| -0.0446|  0.4872|  0.3776|  0.1949
 3.00|  7200| 0.0| 2.0|J |F|qs|  0.3086|Merit| -0.2040|  1.0251| -1.2291|  2.5628|  0.9920|  1.0251
 3.50|  7200| 0.0| 2.0|J |F|qs|  0.2689|Merit|  0.1548|  0.2281| -0.0733|  0.5703|  0.4209|  0.2281
 4.00|  7200| 0.0| 2.0|J |F|qs|  0.2653|Merit|  0.1723|  0.1860| -0.0137|  0.4649|  0.3892|  0.1860
 4.50|  7200| 0.0| 2.0|J |F|qs|  0.2638|Merit|  0.1755|  0.1766| -0.0011|  0.4415|  0.3815|  0.1766
 5.00|  7200| 0.0| 2.0|J |F|qs|  0.2546|Merit|  0.1590|  0.1913| -0.0323|  0.4783|  0.3822|  0.1913
 5.50|  7200| 0.0| 2.0|J |F|qs|  0.2420|Merit|  0.1449|  0.1943| -0.0495|  0.4858|  0.3716|  0.1943
 3.00|  7400| 0.0| 2.0|J |F|qs|  0.3044|Merit| -0.2211|  1.0510| -1.2721|  2.6276|  1.0051|  1.0510
 3.50|  7400| 0.0| 2.0|J |F|qs|  0.2623|Merit|  0.1419|  0.2409| -0.0990|  0.6023|  0.4229|  0.2409
 4.00|  7400| 0.0| 2.0|J |F|qs|  0.2573|Merit|  0.1641|  0.1864| -0.0223|  0.4660|  0.3816|  0.1864
 4.50|  7400| 0.0| 2.0|J |F|qs|  0.2568|Merit|  0.1686|  0.1764| -0.0078|  0.4410|  0.3744|  0.1764
 5.00|  7400| 0.0| 2.0|J |F|qs|  0.2482|Merit|  0.1524|  0.1917| -0.0393|  0.4792|  0.3760|  0.1917
 5.50|  7400| 0.0| 2.0|J |F|qs|  0.2474|Merit|  0.1480|  0.1987| -0.0507|  0.4968|  0.3798|  0.1987
 3.00|  7600| 0.0| 2.0|J |F|qs|  0.3025|Merit| -0.2366|  1.0781| -1.3147|  2.6953|  1.0212|  1.0781
 3.50|  7600| 0.0| 2.0|J |F|qs|  0.2565|Merit|  0.1215|  0.2699| -0.1484|  0.6748|  0.4364|  0.2699
 4.00|  7600| 0.0| 2.0|J |F|qs|  0.2505|Merit|  0.1570|  0.1870| -0.0300|  0.4676|  0.3752|  0.1870
 4.50|  7600| 0.0| 2.0|J |F|qs|  0.2498|Merit|  0.1616|  0.1764| -0.0147|  0.4409|  0.3674|  0.1764
 5.00|  7600| 0.0| 2.0|J |F|qs|  0.2415|Merit|  0.1447|  0.1936| -0.0489|  0.4841|  0.3706|  0.1936
 5.50|  7600| 0.0| 2.0|J |F|qs|  0.2414|Merit|  0.1403|  0.2022| -0.0619|  0.5055|  0.3762|  0.2022
 3.00|  7800| 0.0| 2.0|J |F|qs|  0.2804|Merit| -0.2867|  1.1343| -1.4210|  2.8358|  1.0366|  1.1343
 3.50|  7800| 0.0| 2.0|J |F|qs|  0.2571|Merit|  0.0149|  0.4843| -0.4694|  1.2108|  0.5799|  0.4843
 4.00|  7800| 0.0| 2.0|J |F|qs|  0.2443|Merit|  0.1506|  0.1874| -0.0368|  0.4685|  0.3692|  0.1874
 4.50|  7800| 0.0| 2.0|J |F|qs|  0.2428|Merit|  0.1548|  0.1762| -0.0214|  0.4405|  0.3603|  0.1762
 5.00|  7800| 0.0| 2.0|J |F|qs|  0.2357|Merit|  0.1375|  0.1963| -0.0589|  0.4909|  0.3666|  0.1963
 5.50|  7800| 0.0| 2.0|J |F|qs|  0.2354|Merit|  0.1310|  0.2088| -0.0778|  0.5221|  0.3746|  0.2088
 3.00|  8000| 0.0| 2.0|J |F|qs|  0.2801|Merit| -0.2994|  1.1591| -1.4585|  2.8977|  1.0528|  1.1591
 3.50|  8000| 0.0| 2.0|J |F|qs|  0.2587|Merit| -0.0991|  0.7155| -0.8146|  1.7888|  0.7357|  0.7155
 4.00|  8000| 0.0| 2.0|J |F|qs|  0.2379|Merit|  0.1444|  0.1872| -0.0428|  0.4680|  0.3627|  0.1872
 4.50|  8000| 0.0| 2.0|J |F|qs|  0.2367|Merit|  0.1490|  0.1755| -0.0265|  0.4387|  0.3537|  0.1755
 5.00|  8000| 0.0| 2.0|J |F|qs|  0.2297|Merit|  0.1299|  0.1995| -0.0696|  0.4988|  0.3627|  0.1995
 5.50|  8000| 0.0| 2.0|J |F|qs|  0.2295|Merit|  0.1206|  0.2178| -0.0972|  0.5446|  0.3747|  0.2178
 3.00|  8200| 0.0| 2.0|J |F|qs|  0.2863|Merit| -0.2967|  1.1658| -1.4625|  2.9146|  1.0635|  1.1658
 3.50|  8200| 0.0| 2.0|J |F|qs|  0.2567|Merit| -0.1602|  0.8338| -0.9939|  2.0844|  0.8126|  0.8338
 4.00|  8200| 0.0| 2.0|J |F|qs|  0.2323|Merit|  0.1394|  0.1858| -0.0464|  0.4645|  0.3561|  0.1858
 4.50|  8200| 0.0| 2.0|J |F|qs|  0.2147|Merit|  0.1231|  0.1831| -0.0600|  0.4579|  0.3368|  0.1831
 5.00|  8200| 0.0| 2.0|J |F|qs|  0.2241|Merit|  0.1228|  0.2026| -0.0798|  0.5066|  0.3592|  0.2026
 5.50|  8200| 0.0| 2.0|J |F|qs|  0.2239|Merit|  0.1096|  0.2288| -0.1192|  0.5719|  0.3765|  0.2288
 3.00|  8400| 0.0| 2.0|J |F|qs|  0.2809|Merit| -0.3134|  1.1887| -1.5021|  2.9717|  1.0734|  1.1887
 3.50|  8400| 0.0| 2.0|J |F|qs|  0.2521|Merit| -0.1990|  0.9021| -1.1011|  2.2553|  0.8535|  0.9021
 4.00|  8400| 0.0| 2.0|J |F|qs|  0.2267|Merit|  0.1350|  0.1834| -0.0483|  0.4584|  0.3489|  0.1834
 4.50|  8400| 0.0| 2.0|J |F|qs|  0.2110|Merit|  0.1212|  0.1797| -0.0585|  0.4492|  0.3308|  0.1797
 5.00|  8400| 0.0| 2.0|J |F|qs|  0.2189|Merit|  0.1173|  0.2033| -0.0860|  0.5081|  0.3544|  0.2033
 5.50|  8400| 0.0| 2.0|J |F|qs|  0.2183|Merit|  0.0981|  0.2404| -0.1423|  0.6011|  0.3786|  0.2404
